track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Rag N Bone (IRE),R J Condon,5,M Butler,NR,N/A,7,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Niosfearabolt (IRE),G P Brouder,5,P McCreery,NR,N/A,5,11-4h1,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Pharney Soldier (IRE),S F O'Keeffe,0,David Barry,NR,N/A,7,11-4t,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Where's Nanny (IRE),M J M O'Sullivan,0,W P Mullins,PU,N/A,5,11-5,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Ourgingernut (IRE),C G O'Dwyer,5,P A Fahy,13th,Nose,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Storms End (IRE),B Hayes,0,Colm Murphy,12th,1/2 l,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Hurricane Joey (IRE),S Fitzgerald,0,Charlie Keegan,11th,30 l,8,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Chief O'Hara (IRE),B W Harvey,0,J C McConnell,10th,3 3/4 l,4,11-2,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Truly Elegant (IRE),J Kearney,5,G Keane,9th,3 1/4 l,4,10-9,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Elite Etoile,D Meyler,0,J J Hanlon,8th,1 l,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Useta Lover (IRE),R A Berry,7,Colm Murphy,7th,1/2 l,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Stay Gold (IRE),L A McKenna,5,Colm Murphy,6th,20 l,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Massabielle (IRE),P T Enright,0,Mrs P Dobbs,5th,7 l,4,10-9,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,John The Spark,Caragh Monaghan,7,Ian Donoghue,4th,2 1/4 l,7,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,How About No (FR),O R Brown,5,J P O'Brien,3rd,3 1/4 l,4,11-10b,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Charlie's Dilemma (IRE),A Harvey,5,J C McConnell,2nd,3 1/2 l,5,11-4,-,True,144,26
N/A,N/A,15:43,Good (Good To Firm In Places),2m 4f 110y,Big Chou (IRE),Sam Ewing,0,N Meade,1st,N/A,5,11-4,-,True,144,26
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Joya Del Mar (IRE),R A Doyle,0,D A McLoughlin,NR,N/A,6,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Brideswell Lad (IRE),C Stone-Walsh,5,S Neville,NR,N/A,8,12-0,109,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Wa Wa (IRE),M J M O'Sullivan,0,D A McLoughlin,NR,N/A,9,12-0tp,109,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Tankardstown Diva (IRE),K M Donoghue,0,Ian Donoghue,NR,N/A,5,11-9,104,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Quite Incredible (IRE),P M O'Brien,7,D A McLoughlin,NR,N/A,8,11-10,105,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Midleton Rare (IRE),Mr J P Sutton,7,D A McLoughlin,NR,N/A,6,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Western Model (IRE),C D Smithers,7,P Nolan,NR,N/A,5,11-6,101,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Reserve Judgement (IRE),C Stone-Walsh,5,L Breen,PU,N/A,8,11-1b,96,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Ragin Cajun (IRE),J Smith,7,M J Smith,F,N/A,11,11-12t,107,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Noble Hilltop (IRE),Mr F R Buckley,7,E Buckley,F,N/A,4,11-4p,103,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Bronson In Blue (IRE),C L Walsh,7,Paul Mulligan,7th,25 l,11,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Built By Rossies (IRE),D J O'Keeffe,0,T Gibney,6th,4 3/4 l,5,11-10,105,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Kilkee Bay (IRE),Sam Ewing,0,G Elliott,5th,Neck,5,11-11b1,106,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Arabian King,D J Gilligan,0,C Collins,4th,7 1/2 l,8,11-9t,104,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Yulong Voice,S Fitzgerald,0,S Nolan,3rd,1 3/4 l,7,11-2t,97,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Milanaway (IRE),D King,0,D Hogan,2nd,4 l,6,11-2t1,97,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Outside The Door (IRE),P T Smithers,7,P Roche,1st,N/A,8,11-12p,107,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Joya Del Mar (IRE),R A Doyle,0,D A McLoughlin,NR,N/A,6,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Brideswell Lad (IRE),C Stone-Walsh,5,S Neville,NR,N/A,8,12-0,109,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Wa Wa (IRE),M J M O'Sullivan,0,D A McLoughlin,NR,N/A,9,12-0tp,109,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Tankardstown Diva (IRE),K M Donoghue,0,Ian Donoghue,NR,N/A,5,11-9,104,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Quite Incredible (IRE),P M O'Brien,7,D A McLoughlin,NR,N/A,8,11-10,105,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Midleton Rare (IRE),Mr J P Sutton,7,D A McLoughlin,NR,N/A,6,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Western Model (IRE),C D Smithers,7,P Nolan,NR,N/A,5,11-6,101,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Reserve Judgement (IRE),C Stone-Walsh,5,L Breen,PU,N/A,8,11-1b,96,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Ragin Cajun (IRE),J Smith,7,M J Smith,F,N/A,11,11-12t,107,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Noble Hilltop (IRE),Mr F R Buckley,7,E Buckley,F,N/A,4,11-4p,103,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Bronson In Blue (IRE),C L Walsh,7,Paul Mulligan,7th,25 l,11,11-7,102,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Built By Rossies (IRE),D J O'Keeffe,0,T Gibney,6th,4 3/4 l,5,11-10,105,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Kilkee Bay (IRE),Sam Ewing,0,G Elliott,5th,Neck,5,11-11b1,106,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Arabian King,D J Gilligan,0,C Collins,4th,7 1/2 l,8,11-9t,104,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Yulong Voice,S Fitzgerald,0,S Nolan,3rd,1 3/4 l,7,11-2t,97,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Milanaway (IRE),D King,0,D Hogan,2nd,4 l,6,11-2t1,97,True,144,27
N/A,N/A,16:18,Good (Good To Firm In Places),3m,Outside The Door (IRE),P T Smithers,7,P Roche,1st,N/A,8,11-12p,107,True,144,27
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Kadys Dirha (IRE),G Brouder,5,T P O'Connor,NR,N/A,7,10-13b,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Il Silenzio,R A Doyle,0,M Brassil,NR,N/A,7,11-10tp,91,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Fly With Me Chik (IRE),P M O'Brien,7,D A McLoughlin,NR,N/A,6,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Divilabother (IRE),A Harvey,5,Thomas Coyle,NR,N/A,6,11-5,86,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,It's Time Again (IRE),J P Shinnick,5,David Barry,NR,N/A,8,11-7,88,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Hill Rocket (IRE),J Kearney,5,C Collins,NR,N/A,6,12-0p,95,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Television (IRE),Mr Finn Tegetmeier,7,H P Finegan,UR,N/A,6,11-4,85,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Mirado (IRE),C M Hogan,7,P Byrne,UR,N/A,5,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Royal Cave (IRE),K E Buckley,0,C Timmons,F,N/A,5,11-11,92,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,True Destiny,L A McKenna,5,N C Kelly,8th,54 l,9,11-8p,89,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Justmadeit (IRE),D King,0,D Hogan,7th,6 l,5,11-5tp,86,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Racing Daisy (IRE),T P Harney,7,D McNamara,6th,2 1/4 l,7,11-6h1,87,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,5th,1 1/4 l,6,11-3t,84,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,St Denis's Well (IRE),K M Donoghue,0,Ian Donoghue,4th,1 3/4 l,6,11-10t,91,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Movie King (IRE),Mr J Costello,7,Mrs C O'Leary,3rd,1 l,7,11-12tp,93,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,2nd,1 1/2 l,11,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Ranger Billy (IRE),D Meyler,0,E Doyle,1st,N/A,8,11-9,90,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Kadys Dirha (IRE),G Brouder,5,T P O'Connor,NR,N/A,7,10-13b,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Il Silenzio,R A Doyle,0,M Brassil,NR,N/A,7,11-10tp,91,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Fly With Me Chik (IRE),P M O'Brien,7,D A McLoughlin,NR,N/A,6,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Divilabother (IRE),A Harvey,5,Thomas Coyle,NR,N/A,6,11-5,86,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,It's Time Again (IRE),J P Shinnick,5,David Barry,NR,N/A,8,11-7,88,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Hill Rocket (IRE),J Kearney,5,C Collins,NR,N/A,6,12-0p,95,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Television (IRE),Mr Finn Tegetmeier,7,H P Finegan,UR,N/A,6,11-4,85,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Mirado (IRE),C M Hogan,7,P Byrne,UR,N/A,5,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Royal Cave (IRE),K E Buckley,0,C Timmons,F,N/A,5,11-11,92,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,True Destiny,L A McKenna,5,N C Kelly,8th,54 l,9,11-8p,89,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Justmadeit (IRE),D King,0,D Hogan,7th,6 l,5,11-5tp,86,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Racing Daisy (IRE),T P Harney,7,D McNamara,6th,2 1/4 l,7,11-6h1,87,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,5th,1 1/4 l,6,11-3t,84,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,St Denis's Well (IRE),K M Donoghue,0,Ian Donoghue,4th,1 3/4 l,6,11-10t,91,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Movie King (IRE),Mr J Costello,7,Mrs C O'Leary,3rd,1 l,7,11-12tp,93,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,2nd,1 1/2 l,11,10-13,80,True,144,28
N/A,N/A,16:50,Good (Good To Firm In Places),3m,Ranger Billy (IRE),D Meyler,0,E Doyle,1st,N/A,8,11-9,90,True,144,28
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Twentyfourcarrot,Mr D L Queally,0,D Queally,NR,N/A,4,11-6t,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Chuck Bass (IRE),Mr F Maguire,0,P A Fahy,PU,N/A,4,11-9,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Gallant Getaway (IRE),Mr E Finegan,7,E Buckley,7th,7 1/2 l,4,11-11,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Times A Wastin (IRE),Mr J M Halford,7,N Slevin,6th,15 l,5,11-10,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,People Pleaser (IRE),Mr J L Scallan,7,S Doyle,5th,7 l,5,11-12,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Machismo (IRE),Mr H C Swan,3,G Elliott,4th,16 l,5,12-0,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Romany Brown (IRE),Mr P A King,5,P M J Doyle,3rd,Neck,4,11-13,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Karate Kid (IRE),Mr R W Barron,5,John Hayes,2nd,6 1/2 l,4,11-11,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Belle Le Grand,Mr J L Gleeson,5,Yvonne Latta,1st,N/A,5,11-5t,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Twentyfourcarrot,Mr D L Queally,0,D Queally,NR,N/A,4,11-6t,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Chuck Bass (IRE),Mr F Maguire,0,P A Fahy,PU,N/A,4,11-9,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Gallant Getaway (IRE),Mr E Finegan,7,E Buckley,7th,7 1/2 l,4,11-11,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Times A Wastin (IRE),Mr J M Halford,7,N Slevin,6th,15 l,5,11-10,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,People Pleaser (IRE),Mr J L Scallan,7,S Doyle,5th,7 l,5,11-12,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Machismo (IRE),Mr H C Swan,3,G Elliott,4th,16 l,5,12-0,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Romany Brown (IRE),Mr P A King,5,P M J Doyle,3rd,Neck,4,11-13,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Karate Kid (IRE),Mr R W Barron,5,John Hayes,2nd,6 1/2 l,4,11-11,-,True,144,29
N/A,N/A,17:25,Good (Good To Firm In Places),2m,Belle Le Grand,Mr J L Gleeson,5,Yvonne Latta,1st,N/A,5,11-5t,-,True,144,29
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,John The Spark,K M Donoghue,0,Ian Donoghue,NR,N/A,7,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Blaze The Way (IRE),D E Mullins,0,Ms M Mullins,NR,N/A,6,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Just Merry (IRE),P T Enright,0,Leonard Flynn,F,N/A,6,11-5t1,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Kitty Ooru (IRE),Mr L J Carberry,7,Tom Dreaper,8th,2 3/4 l,5,11-5,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Swing Time (IRE),G B Noonan,5,V T O'Brien,7th,8 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Annamaymurt (IRE),J G Gilligan,7,P J Gilligan,6th,1 1/4 l,7,11-12t1,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Three Tribes (IRE),R P Geoghegan,7,B T Murphy,5th,1 1/2 l,7,11-12h,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,It's His Life (IRE),D J Gilligan,0,Peter Fahey,4th,1 1/2 l,6,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Work Place (IRE),L Quinlan,3,R Hackett,3rd,39 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,The Enabler (IRE),J W Kennedy,0,G Elliott,2nd,2 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Jabbar (IRE),M J M O'Sullivan,0,Gerard O'Leary,1st,N/A,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,John The Spark,K M Donoghue,0,Ian Donoghue,NR,N/A,7,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Blaze The Way (IRE),D E Mullins,0,Ms M Mullins,NR,N/A,6,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Just Merry (IRE),P T Enright,0,Leonard Flynn,F,N/A,6,11-5t1,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Kitty Ooru (IRE),Mr L J Carberry,7,Tom Dreaper,8th,2 3/4 l,5,11-5,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Swing Time (IRE),G B Noonan,5,V T O'Brien,7th,8 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Annamaymurt (IRE),J G Gilligan,7,P J Gilligan,6th,1 1/4 l,7,11-12t1,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Three Tribes (IRE),R P Geoghegan,7,B T Murphy,5th,1 1/2 l,7,11-12h,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,It's His Life (IRE),D J Gilligan,0,Peter Fahey,4th,1 1/2 l,6,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Work Place (IRE),L Quinlan,3,R Hackett,3rd,39 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,The Enabler (IRE),J W Kennedy,0,G Elliott,2nd,2 l,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 130y,Jabbar (IRE),M J M O'Sullivan,0,Gerard O'Leary,1st,N/A,5,11-12,-,True,144,30
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Realtin Lonrach (IRE),M J M O'Sullivan,0,M O'Dowd,NR,N/A,8,11-2,83,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Mandarin Monarch (IRE),D J Gilligan,0,P J Gilligan,NR,N/A,11,12-0,95,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Lar's Lass (IRE),K M Donoghue,0,Tom Dreaper,12th,4 3/4 l,8,11-12,93,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Grivei (FR),D E Mullins,0,I Madden,11th,4 1/2 l,7,11-6,87,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,10th,13 l,6,12-0,95,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,County Champs (IRE),P T Enright,0,B McMahon,9th,9 l,5,11-5,86,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Road To The Weir (IRE),A M King,7,J Neilan,8th,Neck,8,11-3t1,84,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Anysignofhim (IRE),L Quinlan,3,R Hackett,7th,3 1/4 l,5,11-9,90,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Destivelle (IRE),D King,0,S K Ryder,6th,4 1/2 l,5,11-4t,85,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,5th,2 l,8,11-10,91,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Hurricane Honey (IRE),Eoin G Kelly,7,A Murray,4th,Neck,5,11-11t1,92,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Bella Be Good (IRE),E Walsh,0,E Cawley,3rd,3 3/4 l,7,11-2,83,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,2nd,Head,5,11-5t,86,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Ragmans Corner (IRE),J Kearney,5,G Keane,1st,N/A,5,11-13,94,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Realtin Lonrach (IRE),M J M O'Sullivan,0,M O'Dowd,NR,N/A,8,11-2,83,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Mandarin Monarch (IRE),D J Gilligan,0,P J Gilligan,NR,N/A,11,12-0,95,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Lar's Lass (IRE),K M Donoghue,0,Tom Dreaper,12th,4 3/4 l,8,11-12,93,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Grivei (FR),D E Mullins,0,I Madden,11th,4 1/2 l,7,11-6,87,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,10th,13 l,6,12-0,95,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,County Champs (IRE),P T Enright,0,B McMahon,9th,9 l,5,11-5,86,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Road To The Weir (IRE),A M King,7,J Neilan,8th,Neck,8,11-3t1,84,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Anysignofhim (IRE),L Quinlan,3,R Hackett,7th,3 1/4 l,5,11-9,90,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Destivelle (IRE),D King,0,S K Ryder,6th,4 1/2 l,5,11-4t,85,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,5th,2 l,8,11-10,91,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Hurricane Honey (IRE),Eoin G Kelly,7,A Murray,4th,Neck,5,11-11t1,92,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Bella Be Good (IRE),E Walsh,0,E Cawley,3rd,3 3/4 l,7,11-2,83,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,2nd,Head,5,11-5t,86,True,144,31
Galway Racing Results | 8th October 2024 14:45,N/A,14:45,Good (Good To Yielding In Places),2m 130y,Ragmans Corner (IRE),J Kearney,5,G Keane,1st,N/A,5,11-13,94,True,144,31
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Call The Tune (IRE),M J M O'Sullivan,0,B Connell,NR,N/A,10,11-12,114,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Monsant (IRE),R A Berry,7,Colm Murphy,6th,11 l,6,11-4,106,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Dream Shaper (IRE),C M Quirke,5,I Madden,5th,Head,5,11-0t,102,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Depalma (IRE),B Hayes,0,Colm Murphy,4th,3 l,5,10-9,97,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Fighting Fit,C G O'Dwyer,5,J P Dempsey,3rd,1/2 l,9,12-0t,116,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Jinxs Link (IRE),S F O'Keeffe,0,M Rice,2nd,7 l,8,11-0,102,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Wee Charlie (IRE),J W Kennedy,0,Gerard O'Leary,1st,N/A,7,11-4,106,True,144,32
