track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Spanish Maid (IRE),D Meyler,0,F J Flood,NR,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Intheblinkofaneye (IRE),Mr J L Gleeson,5,John E & Kiely,UR,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Stradbally Village (IRE),A M King,7,Ms M Flynn,PU,N/A,7,10-13p,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Ravenpoint (IRE),R Deegan,0,Liz Doyle,PU,N/A,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,PU,N/A,7,11-7t,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Yougoingforone (IRE),M Hamill,0,Shane O'Brien,PU,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Mother Ship (IRE),P Hanlon,7,J J Hanlon,8th,19 l,4,10-8,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Glorious Singer (IRE),D J O'Keeffe,0,Ms M Flynn,7th,3/4 l,9,10-13p,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Doyen Magic (IRE),C Stone-Walsh,5,P Nolan,6th,6 l,5,10-13t,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Sights Unseen (IRE),J J Slevin,0,S Slevin,5th,2 3/4 l,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Ballinvasas Best (IRE),L Quinlan,3,S Ryan,4th,15 l,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Workinonadream (IRE),S D Torrens,0,P J Rothwell,3rd,5 1/2 l,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,2nd,N/A,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,1st,Nose,5,11-7,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Spanish Maid (IRE),D Meyler,0,F J Flood,NR,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Intheblinkofaneye (IRE),Mr J L Gleeson,5,John E & Kiely,UR,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Stradbally Village (IRE),A M King,7,Ms M Flynn,PU,N/A,7,10-13p,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Ravenpoint (IRE),R Deegan,0,Liz Doyle,PU,N/A,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,PU,N/A,7,11-7t,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Yougoingforone (IRE),M Hamill,0,Shane O'Brien,PU,N/A,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Mother Ship (IRE),P Hanlon,7,J J Hanlon,8th,19 l,4,10-8,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Glorious Singer (IRE),D J O'Keeffe,0,Ms M Flynn,7th,3/4 l,9,10-13p,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Doyen Magic (IRE),C Stone-Walsh,5,P Nolan,6th,6 l,5,10-13t,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Sights Unseen (IRE),J J Slevin,0,S Slevin,5th,2 3/4 l,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Ballinvasas Best (IRE),L Quinlan,3,S Ryan,4th,15 l,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Workinonadream (IRE),S D Torrens,0,P J Rothwell,3rd,5 1/2 l,6,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,2nd,N/A,5,10-13,-,True,130,1
Wexford Racing Results | 25th July 2024 17:00,N/A,17:00,Good To Yielding (Good In Places),2m 4f 100y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,1st,Nose,5,11-7,-,True,130,1
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Gonetomillgrove (IRE),Aileen O'Sullivan,7,P J Rothwell,UR,N/A,6,10-11,89,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Schiehallion (IRE),Miss J Townend,0,D A McLoughlin,PU,N/A,7,11-5,97,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Duchamps Art (IRE),Maite Sarah Laubies,7,W P Mullins,F,N/A,4,10-5,88,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,We Will Rock You (FR),Miss T Quail,4,A Donoghue,11th,48 l,6,10-13h1,91,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Thedancingfarrier (IRE),Ms A Power,7,P Kiely,10th,1 3/4 l,12,10-13,91,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,A Mere Bagatelle (IRE),Caragh Monaghan,7,J J Hanlon,9th,Neck,7,11-1b,93,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Lucky Storm (IRE),Miss C Butler,4,G Elliott,8th,12 l,6,11-11tp,103,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Brianna Lily (IRE),Miss E Cody,4,P T Foley,7th,2 1/4 l,7,12-0p,106,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Cocoplum (IRE),Anna McGuinness,7,C A McBratney,6th,7 l,7,11-3,95,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Pat Coyne (IRE),Miss O M Queally,7,J Queally,5th,2 1/4 l,10,11-12b1,104,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Granpa Ger (IRE),Miss N C Hennessy,7,A Mullins,4th,1/2 l,6,11-1,93,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Western Model (IRE),Miss G Benson,4,P Nolan,3rd,Neck,5,11-9,101,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Menindee (IRE),Miss S A Carter,7,D M Christie,2nd,4 1/2 l,8,11-11t,103,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Win Some Lose Some (IRE),Miss A B O'Connor,0,P Roche,1st,N/A,5,12-0,106,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Gonetomillgrove (IRE),Aileen O'Sullivan,7,P J Rothwell,UR,N/A,6,10-11,89,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Schiehallion (IRE),Miss J Townend,0,D A McLoughlin,PU,N/A,7,11-5,97,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Duchamps Art (IRE),Maite Sarah Laubies,7,W P Mullins,F,N/A,4,10-5,88,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,We Will Rock You (FR),Miss T Quail,4,A Donoghue,11th,48 l,6,10-13h1,91,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Thedancingfarrier (IRE),Ms A Power,7,P Kiely,10th,1 3/4 l,12,10-13,91,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,A Mere Bagatelle (IRE),Caragh Monaghan,7,J J Hanlon,9th,Neck,7,11-1b,93,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Lucky Storm (IRE),Miss C Butler,4,G Elliott,8th,12 l,6,11-11tp,103,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Brianna Lily (IRE),Miss E Cody,4,P T Foley,7th,2 1/4 l,7,12-0p,106,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Cocoplum (IRE),Anna McGuinness,7,C A McBratney,6th,7 l,7,11-3,95,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Pat Coyne (IRE),Miss O M Queally,7,J Queally,5th,2 1/4 l,10,11-12b1,104,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Granpa Ger (IRE),Miss N C Hennessy,7,A Mullins,4th,1/2 l,6,11-1,93,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Western Model (IRE),Miss G Benson,4,P Nolan,3rd,Neck,5,11-9,101,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Menindee (IRE),Miss S A Carter,7,D M Christie,2nd,4 1/2 l,8,11-11t,103,True,130,2
Wexford Racing Results | 25th July 2024 17:35,N/A,17:35,Good To Yielding (Good In Places),2m 4f 100y,Win Some Lose Some (IRE),Miss A B O'Connor,0,P Roche,1st,N/A,5,12-0,106,True,130,2
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Ranger Billy (IRE),D Meyler,0,E Doyle,NR,N/A,8,11-0,88,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Joya Del Mar (IRE),P J O'Hanlon,0,D A McLoughlin,NR,N/A,6,12-0p1,102,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Second Subaltern (USA),R A Doyle,0,M Brassil,NR,N/A,8,11-4tp,92,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Dark Voyager (IRE),J P O'Sullivan,0,A McCann,PU,N/A,7,11-12tp,100,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Sky Tempest (IRE),J J Slevin,0,Louise G Lyons,PU,N/A,5,10-6b1,80,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Thecornerbar (IRE),Daire James McConville,7,R K Watson,PU,N/A,5,10-11t,85,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Falvio (POL),S Fitzgerald,0,C A McBratney,PU,N/A,6,11-4p,92,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Iris Sacre (FR),T Power Roche,7,P J Rothwell,9th,6 l,6,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Pasquetta (IRE),P M O'Brien,7,Mrs P Dobbs,8th,11 l,6,10-9p,83,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Mighty Momentum (IRE),S D Torrens,0,P J Rothwell,7th,1 l,5,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Hestheboycandoit (IRE),Shane Fenelon,7,S Millar,6th,1 1/2 l,6,10-13t,87,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Glendine Billy (IRE),D E Mullins,0,A Mullins,5th,7 1/2 l,6,11-13,101,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Doyen For A Drink (IRE),C Stone-Walsh,5,P Nolan,4th,2 1/2 l,7,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Stumblin In (IRE),J J Doyle,0,P M J Doyle,3rd,1 1/2 l,5,10-13,87,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Tullyveery Lad (IRE),P Hanlon,7,R P Cody,2nd,1 1/2 l,8,11-10,98,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Bigira (FR),J W Kennedy,0,M Fahey,1st,N/A,5,11-2t,90,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Ranger Billy (IRE),D Meyler,0,E Doyle,NR,N/A,8,11-0,88,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Joya Del Mar (IRE),P J O'Hanlon,0,D A McLoughlin,NR,N/A,6,12-0p1,102,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Second Subaltern (USA),R A Doyle,0,M Brassil,NR,N/A,8,11-4tp,92,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Dark Voyager (IRE),J P O'Sullivan,0,A McCann,PU,N/A,7,11-12tp,100,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Sky Tempest (IRE),J J Slevin,0,Louise G Lyons,PU,N/A,5,10-6b1,80,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Thecornerbar (IRE),Daire James McConville,7,R K Watson,PU,N/A,5,10-11t,85,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Falvio (POL),S Fitzgerald,0,C A McBratney,PU,N/A,6,11-4p,92,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Iris Sacre (FR),T Power Roche,7,P J Rothwell,9th,6 l,6,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Pasquetta (IRE),P M O'Brien,7,Mrs P Dobbs,8th,11 l,6,10-9p,83,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Mighty Momentum (IRE),S D Torrens,0,P J Rothwell,7th,1 l,5,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Hestheboycandoit (IRE),Shane Fenelon,7,S Millar,6th,1 1/2 l,6,10-13t,87,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Glendine Billy (IRE),D E Mullins,0,A Mullins,5th,7 1/2 l,6,11-13,101,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Doyen For A Drink (IRE),C Stone-Walsh,5,P Nolan,4th,2 1/2 l,7,10-12,86,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Stumblin In (IRE),J J Doyle,0,P M J Doyle,3rd,1 1/2 l,5,10-13,87,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Tullyveery Lad (IRE),P Hanlon,7,R P Cody,2nd,1 1/2 l,8,11-10,98,True,130,3
Wexford Racing Results | 25th July 2024 18:05,N/A,18:05,Good To Yielding (Good In Places),3m,Bigira (FR),J W Kennedy,0,M Fahey,1st,N/A,5,11-2t,90,True,130,3
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,I Am Rocco,P T Enright,0,B McMahon,NR,N/A,7,11-9t,96,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Reserve Judgement (IRE),J C Gainford,0,L Breen,NR,N/A,8,11-9,96,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Container Madness (IRE),R A Doyle,0,M Brassil,NR,N/A,5,11-2tp1,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Scottish Dancer (IRE),H Morgan,0,E Doyle,NR,N/A,5,11-5b,92,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Fire Coral,P K Donovan,5,C W J Farrell,UR,N/A,5,10-9t1,82,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Billable Grant (IRE),J C Gainford,0,C A McBratney,PU,N/A,7,10-7p1,80,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Yenillik (IRE),K M Donoghue,0,H Rogers,11th,15 l,8,11-8,95,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Heart Of Rome (IRE),C Stone-Walsh,5,P Nolan,10th,23 l,5,10-12p,85,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Down Around (IRE),T Power Roche,7,P J Rothwell,9th,17 l,7,11-12p,99,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Steps Match (IRE),J P Shinnick,7,M Butler,8th,8 l,9,11-3v1,90,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Cramers Valley (IRE),S D Torrens,0,P J Rothwell,7th,3/4 l,5,11-0p,87,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Tuff Days (IRE),M P O'Connor,0,Michael Barry,6th,2 3/4 l,7,11-2p,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Kalnoo (IRE),L Quinlan,3,P Hurley,5th,3/4 l,7,10-8,81,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Deise Bhoy (IRE),D Meyler,0,K Purcell,4th,3 1/4 l,5,11-2b1,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Dr Val (IRE),D J Gilligan,3,E Sheehy,3rd,Neck,6,11-8b,95,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Gondor (IRE),Rachael Blackmore,0,Colm Murphy,2nd,Head,9,11-11,98,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Safran Et Bleu (IRE),E Dwan,7,P M J Doyle,1st,N/A,5,11-8p,95,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,I Am Rocco,P T Enright,0,B McMahon,NR,N/A,7,11-9t,96,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Reserve Judgement (IRE),J C Gainford,0,L Breen,NR,N/A,8,11-9,96,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Container Madness (IRE),R A Doyle,0,M Brassil,NR,N/A,5,11-2tp1,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Scottish Dancer (IRE),H Morgan,0,E Doyle,NR,N/A,5,11-5b,92,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Fire Coral,P K Donovan,5,C W J Farrell,UR,N/A,5,10-9t1,82,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Billable Grant (IRE),J C Gainford,0,C A McBratney,PU,N/A,7,10-7p1,80,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Yenillik (IRE),K M Donoghue,0,H Rogers,11th,15 l,8,11-8,95,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Heart Of Rome (IRE),C Stone-Walsh,5,P Nolan,10th,23 l,5,10-12p,85,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Down Around (IRE),T Power Roche,7,P J Rothwell,9th,17 l,7,11-12p,99,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Steps Match (IRE),J P Shinnick,7,M Butler,8th,8 l,9,11-3v1,90,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Cramers Valley (IRE),S D Torrens,0,P J Rothwell,7th,3/4 l,5,11-0p,87,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Tuff Days (IRE),M P O'Connor,0,Michael Barry,6th,2 3/4 l,7,11-2p,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Kalnoo (IRE),L Quinlan,3,P Hurley,5th,3/4 l,7,10-8,81,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Deise Bhoy (IRE),D Meyler,0,K Purcell,4th,3 1/4 l,5,11-2b1,89,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Dr Val (IRE),D J Gilligan,3,E Sheehy,3rd,Neck,6,11-8b,95,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Gondor (IRE),Rachael Blackmore,0,Colm Murphy,2nd,Head,9,11-11,98,True,130,4
Wexford Racing Results | 25th July 2024 18:35,N/A,18:35,Good To Yielding (Good In Places),3m,Safran Et Bleu (IRE),E Dwan,7,P M J Doyle,1st,N/A,5,11-8p,95,True,130,4
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Be My Hero (IRE),J W Kennedy,0,G Elliott,NR,N/A,9,11-1,82,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Great Rainbow (FR),P T Enright,0,B McMahon,NR,N/A,6,11-2,83,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Hatfield Hammer (IRE),C Stone-Walsh,5,P Nolan,PU,N/A,5,11-6,87,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Glenriver (IRE),P J O'Hanlon,0,D A McLoughlin,12th,1 1/2 l,6,11-7,88,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Glas Acres (IRE),Niall Moore,7,Frank Hayes,11th,4 1/4 l,6,11-6t,87,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Astrophysicist,D J Gilligan,3,J Nash,10th,2 1/2 l,6,11-7tb,88,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Knockraha Katie (IRE),B Hayes,0,Ian Donoghue,9th,4 1/2 l,10,10-13h1,80,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Prince Quattro (IRE),J P O'Sullivan,0,P J Rothwell,8th,9 1/2 l,5,11-0p,81,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mr Globalist (IRE),J J Slevin,0,S Slevin,7th,Short Head,5,11-9,90,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mist On The Bog (IRE),D J O'Keeffe,0,L Casey,6th,1 1/2 l,9,11-2,83,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mourne Mist (IRE),A Harvey,7,D McNamara,5th,2 3/4 l,9,10-13,80,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Hill Rocket (IRE),J Kearney,5,C Collins,4th,21 l,6,12-0,95,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mr Sundancer,P Hanlon,7,J J Hanlon,3rd,1 3/4 l,6,11-11,92,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,2nd,1 3/4 l,5,11-10,91,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,1st,N/A,5,11-2b1,83,True,130,5
